거래금액,건축년도,년,법정동,아파트,월,일,전용면적,지번,지역코드,층
20000,2005,2015,와촌동,신동아파밀리에,1,11,84.9816,173,44133,5
26300,2005,2015,와촌동,신동아파밀리에,1,12,109.222,173,44133,4
22300,2005,2015,와촌동,신동아파밀리에,1,12,84.9816,173,44133,13
27800,2005,2015,와촌동,신동아파밀리에,1,16,109.222,173,44133,13
21000,2005,2015,와촌동,신동아파밀리에,1,27,84.9816,173,44133,8
23000,2005,2015,와촌동,신동아파밀리에,1,28,84.9816,173,44133,12
23800,2005,2015,와촌동,신동아파밀리에,1,31,84.9816,173,44133,14
12800,1993,2015,성정동,활림1차,1,3,59.98,141-3,44133,6
16800,1986,2015,성정동,대우목화1,1,5,80.001,643,44133,1
17480,2014,2015,성정동,하이스타운3차,1,5,45.7,1335,44133,9
16440,2014,2015,성정동,하이스타운3차,1,5,41.14,1335,44133,4
12500,1991,2015,성정동,주공6-3,1,6,46.99,789,44133,4
16340,2014,2015,성정동,하이스타운3차,1,7,41.4,1335,44133,8
13400,1986,2015,성정동,대우목화1,1,7,60.03,643,44133,1
17100,2014,2015,성정동,해피드림2차,1,7,43.11,1474,44133,6
13000,1988,2015,성정동,주공5-2,1,7,47.01,717,44133,3
12600,1991,2015,성정동,주공6-3,1,9,46.99,789,44133,4
16500,1994,2015,성정동,선경,1,9,84.9,823,44133,1
11600,1993,2015,성정동,활림1차,1,10,59.98,141-3,44133,2
14500,1986,2015,성정동,대우목화1,1,11,53.145,643,44133,4
13500,1989,2015,성정동,주공6-1,1,12,50.09,785,44133,4
17000,2014,2015,성정동,하이스타운3차,1,13,45.7,1335,44133,12
10000,1989,2015,성정동,주공6-1,1,15,47.01,785,44133,4
16340,2014,2015,성정동,하이스타운3차,1,15,41.4,1335,44133,10
13200,1991,2015,성정동,주공6-3,1,15,46.99,789,44133,3
7909,2014,2015,성정동,에프엠21,1,16,22.0409,1292,44133,3
7909,2014,2015,성정동,에프엠21,1,16,22.0409,1292,44133,3
12700,1989,2015,성정동,주공6-1,1,17,47.01,785,44133,4
16500,1988,2015,성정동,주공5-1,1,17,59.12,717,44133,2
17480,2014,2015,성정동,하이스타운3차,1,18,45.7,1335,44133,7
7000,2013,2015,성정동,학산리젠다빌-2차-B동,1,19,21.81,1522,44133,12
14850,1994,2015,성정동,선경,1,19,59.85,823,44133,6
12550,1989,2015,성정동,주공6-1,1,19,50.09,785,44133,5
11500,1991,2015,성정동,주공6-3,1,20,46.99,789,44133,1
7500,2013,2015,성정동,학산리젠다빌-2차-A동,1,20,23.58,1523,44133,14
13000,1991,2015,성정동,주공6-3,1,21,46.99,789,44133,3
8109,2014,2015,성정동,에프엠21,1,21,22.0409,1292,44133,10
12600,1993,2015,성정동,대우성촌프라자,1,21,59.4,698-1,44133,4
13500,1991,2015,성정동,주공6-3,1,22,47.32,789,44133,3
17600,2014,2015,성정동,해피드림2차,1,23,42.36,1474,44133,11
16700,1989,2015,성정동,대우목화2,1,23,79.587,643,44133,3
6800,2012,2015,성정동,엔젤팰리스,1,24,23.4,1357,44133,4
15300,1988,2015,성정동,주공5-1,1,24,59.12,717,44133,4
17400,2014,2015,성정동,해피드림2차,1,25,42.36,1474,44133,5
11500,1988,2015,성정동,주공5-2,1,26,39.69,717,44133,4
10800,1988,2015,성정동,주공5-2,1,27,39.69,717,44133,3
10900,1989,2015,성정동,주공6-1,1,28,39.69,785,44133,5
18100,1990,2015,성정동,현대2,1,29,84.94,413-13,44133,12
16000,2014,2015,성정동,하이스타운3차,1,30,41.14,1335,44133,3
17000,2014,2015,성정동,하이스타운3차,1,30,45.7,1335,44133,3
16600,1986,2015,성정동,대우목화1,1,30,80.001,643,44133,2
11200,1988,2015,성정동,주공5-2,1,31,39.69,717,44133,2
24800,2004,2015,백석동,그린빌2,1,2,84.65,890,44133,8
25000,2006,2015,백석동,브라운스톤,1,2,108.965,930,44133,13
22300,2006,2015,백석동,백석벽산블루밍2차,1,2,84.886,924,44133,11
21400,2003,2015,백석동,호반리젠시빌,1,2,84.8918,900,44133,3
23500,2006,2015,백석동,백석벽산블루밍2차,1,2,84.886,924,44133,6
31800,2010,2015,백석동,백석리슈빌,1,3,103.5696,1007,44133,18
26300,2006,2015,백석동,백석벽산블루밍2차,1,3,119.859,924,44133,6
24200,2006,2015,백석동,백석벽산블루밍2차,1,3,84.886,924,44133,12
23500,2004,2015,백석동,그린빌2,1,4,84.65,890,44133,10
29200,2009,2015,백석동,백석마을아이파크,1,5,84.984,941,44133,14
21800,2006,2015,백석동,백석벽산블루밍2차,1,6,84.886,924,44133,9
28500,2009,2015,백석동,백석마을아이파크,1,6,84.995,941,44133,21
25430,2006,2015,백석동,백석벽산블루밍1차,1,6,119.859,919,44133,2
29100,2010,2015,백석동,백석리슈빌,1,7,103.3026,1007,44133,19
26800,2009,2015,백석동,백석마을아이파크,1,7,84.984,941,44133,2
25000,2003,2015,백석동,호반리젠시빌,1,7,84.9775,900,44133,5
24500,2006,2015,백석동,브라운스톤,1,8,84.992,930,44133,13
29500,2010,2015,백석동,백석리슈빌,1,8,84.9953,1007,44133,14
36400,2010,2015,백석동,백석리슈빌,1,10,130.8525,1007,44133,16
36300,2010,2015,백석동,천안백석푸르지오,1,10,110.655,979,44133,14
29500,2009,2015,백석동,백석마을아이파크,1,13,84.984,941,44133,13
24700,2006,2015,백석동,브라운스톤,1,13,128.4133,930,44133,3
29000,2009,2015,백석동,백석마을아이파크,1,13,84.984,941,44133,16
16800,1992,2015,백석동,현대,1,13,84.67,191-3,44133,12
25000,2004,2015,백석동,그린빌2,1,14,84.65,890,44133,2
30800,2010,2015,백석동,백석리슈빌,1,15,103.5696,1007,44133,14
22000,2003,2015,백석동,호반리젠시빌,1,15,84.8918,900,44133,8
22000,2003,2015,백석동,호반리젠시빌,1,15,84.8918,900,44133,9
21300,2006,2015,백석동,브라운스톤,1,16,84.992,930,44133,1
22900,2002,2015,백석동,그린빌1차,1,16,84.8,915,44133,5
17800,1992,2015,백석동,현대,1,17,84.67,191-3,44133,10
28000,2010,2015,백석동,백석리슈빌,1,17,84.9961,1007,44133,15
28800,2010,2015,백석동,천안백석푸르지오,1,17,84.887,979,44133,6
16900,1992,2015,백석동,현대,1,18,84.67,191-3,44133,7
24000,2006,2015,백석동,백석벽산블루밍1차,1,18,119.859,919,44133,11
27900,2010,2015,백석동,백석리슈빌,1,18,84.9961,1007,44133,16
28400,2003,2015,백석동,호반리젠시빌,1,19,84.9775,900,44133,15
30500,2006,2015,백석동,브라운스톤,1,19,155.607,930,44133,7
28000,2006,2015,백석동,백석벽산블루밍1차,1,19,119.859,919,44133,4
34500,2010,2015,백석동,천안백석푸르지오,1,19,146.058,979,44133,2
27000,2010,2015,백석동,천안백석푸르지오,1,20,84.887,979,44133,8
28000,2010,2015,백석동,백석리슈빌,1,21,84.9953,1007,44133,5
22800,2006,2015,백석동,브라운스톤,1,22,84.992,930,44133,11
22100,2004,2015,백석동,그린빌2,1,22,74.37,890,44133,4
29500,2009,2015,백석동,백석마을아이파크,1,23,84.984,941,44133,14
21500,2002,2015,백석동,그린빌1차,1,23,75.99,915,44133,7
21500,2002,2015,백석동,그린빌1차,1,23,75.99,915,44133,15
25300,2003,2015,백석동,호반리젠시빌,1,24,84.9775,900,44133,7
27800,2010,2015,백석동,백석리슈빌,1,24,84.9961,1007,44133,17
39700,2010,2015,백석동,천안백석푸르지오,1,27,146.058,979,44133,17
39700,2010,2015,백석동,천안백석푸르지오,1,27,146.058,979,44133,17
23500,2004,2015,백석동,그린빌2,1,27,74.37,890,44133,11
20500,2002,2015,백석동,그린빌1차,1,28,75.99,915,44133,1
36400,2010,2015,백석동,천안백석푸르지오,1,29,110.655,979,44133,14
22000,2004,2015,백석동,그린빌2,1,29,84.65,890,44133,1
23800,2004,2015,백석동,그린빌2,1,29,84.65,890,44133,14
27200,2010,2015,백석동,백석리슈빌,1,29,84.9961,1007,44133,5
32150,2010,2015,백석동,백석리슈빌,1,30,103.3026,1007,44133,12
29000,2010,2015,백석동,천안백석푸르지오,1,31,84.9222,979,44133,23
27600,2006,2015,백석동,브라운스톤,1,31,128.4133,930,44133,9
29500,2010,2015,백석동,백석리슈빌,1,31,84.9953,1007,44133,12
24100,2003,2015,백석동,호반리젠시빌,1,31,84.9775,900,44133,7
19200,1996,2015,두정동,우성,1,1,84.855,1864,44133,11
17600,1996,2015,두정동,극동늘푸른,1,2,59.91,526-1,44133,8
24800,2003,2015,두정동,두정4차푸르지오,1,2,75.19,666,44133,13
15900,1996,2015,두정동,주공그린(8단지),1,2,59.97,527,44133,2
23500,2004,2015,두정동,경남아너스빌(대아아이투빌-1),1,2,84.7733,1080,44133,14
22000,2003,2015,두정동,부경파크빌,1,3,84.9606,606,44133,13
23400,2004,2015,두정동,서해그랑블,1,4,84.9333,665,44133,4
22900,2004,2015,두정동,계룡리슈빌,1,4,84.8985,1078,44133,3
6800,2012,2015,두정동,두정미소마을,1,5,18.32,1486,44133,2
30500,2013,2015,두정동,이편한세상-천안두정2차,1,5,84.8801,2055,44133,12
25000,2011,2015,두정동,두정역이안더센트럴,1,5,84.925,2045,44133,15
20800,1998,2015,두정동,대우2차,1,6,84.48,530,44133,3
18300,1996,2015,두정동,대우그린,1,6,59.946,525-1,44133,22
6700,2013,2015,두정동,프라지움,1,6,19.914,1283,44133,5
17700,1996,2015,두정동,극동늘푸른,1,8,59.91,526-1,44133,17
7898,2014,2015,두정동,벨라지오,1,8,21.86,1359,44133,12
16200,1996,2015,두정동,주공그린(8단지),1,8,59.97,527,44133,4
22000,2004,2015,두정동,한성필하우스3차,1,8,59.9045,2035,44133,3
21000,2003,2015,두정동,세광엔리치빌2,1,8,84.9932,603,44133,4
25250,2011,2015,두정동,두정역이안더센트럴,1,9,84.975,2045,44133,14
5900,2012,2015,두정동,두정미소마을,1,9,14.2,1486,44133,4
23600,2004,2015,두정동,이편한세상,1,10,84.967,1221,44133,13
17300,1996,2015,두정동,우성,1,10,59.695,1864,44133,10
22800,2003,2015,두정동,우남2차,1,10,84.9154,1607,44133,3
26000,2011,2015,두정동,두정역이안더센트럴,1,10,84.975,2045,44133,20
22300,2004,2015,두정동,서해그랑블,1,10,84.9333,665,44133,10
25000,2004,2015,두정동,이편한세상,1,12,84.967,1221,44133,2
28623,2014,2015,두정동,두정역코아루스위트,1,12,99.8942,2056,44133,4
6700,2013,2015,두정동,프라지움,1,12,20.541,1283,44133,4
26200,2011,2015,두정동,두정역이안더센트럴,1,13,84.925,2045,44133,20
7500,2013,2015,두정동,에프엠20,1,14,21.58,1315,44133,6
23900,2004,2015,두정동,계룡리슈빌,1,14,84.8985,1078,44133,14
22500,2004,2015,두정동,서해그랑블,1,14,84.9333,665,44133,5
22200,2003,2015,두정동,세광엔리치빌3,1,14,84.9932,605,44133,6
7000,2013,2015,두정동,에프엠20,1,14,19.4,1315,44133,6
28500,2004,2015,두정동,한성필하우스3차,1,15,124.1292,2035,44133,4
14600,1996,2015,두정동,주공그린(8단지),1,15,49.96,527,44133,17
20800,2003,2015,두정동,부경파크빌,1,15,84.9605,606,44133,13
17900,1996,2015,두정동,대우그린,1,15,59.946,525-1,44133,7
15900,1996,2015,두정동,주공그린(8단지),1,17,59.97,527,44133,6
22100,2003,2015,두정동,세광엔리치빌3,1,17,84.9332,605,44133,6
16500,1996,2015,두정동,주공그린(8단지),1,17,59.97,527,44133,10
16200,1996,2015,두정동,극동늘푸른,1,18,59.91,526-1,44133,2
23200,2003,2015,두정동,부경파크빌,1,19,84.9605,606,44133,6
23000,2003,2015,두정동,부경파크빌,1,19,84.9605,606,44133,14
22500,2004,2015,두정동,한성필하우스3차,1,19,59.9045,2035,44133,12
24800,2004,2015,두정동,한성필하우스3차,1,19,84.9165,2035,44133,3
18250,1996,2015,두정동,극동늘푸른,1,19,84.9,526-1,44133,4
21500,1996,2015,두정동,대우그린,1,20,84.95,525-1,44133,15
20400,2004,2015,두정동,경남아너스빌(대아아이투빌-1),1,20,59.5862,1080,44133,9
26000,2004,2015,두정동,계룡리슈빌,1,20,84.8985,1078,44133,15
17000,1996,2015,두정동,극동늘푸른,1,20,59.91,526-1,44133,10
16650,1996,2015,두정동,주공그린(8단지),1,21,59.97,527,44133,8
22800,2004,2015,두정동,경남아너스빌(대아아이투빌-1),1,22,84.7733,1080,44133,4
25100,2004,2015,두정동,이편한세상,1,22,101.944,1221,44133,1
34500,2011,2015,두정동,두정역이안더센트럴,1,22,114.946,2045,44133,13
32500,2004,2015,두정동,두정5차푸르지오,1,23,130.708,2010,44133,9
22200,2002,2015,두정동,한성필하우스1차,1,23,84.892,1000,44133,13
19300,2003,2015,두정동,부경파크빌,1,23,83.9919,606,44133,12
26300,2011,2015,두정동,두정역이안더센트럴,1,24,84.966,2045,44133,12
16200,1996,2015,두정동,우성,1,24,59.695,1864,44133,2
23050,2003,2015,두정동,세광엔리치빌2,1,24,84.9932,603,44133,8
24900,2003,2015,두정동,두정4차푸르지오,1,24,84.9,666,44133,15
22850,2004,2015,두정동,한성필하우스3차,1,24,59.9045,2035,44133,15
27000,2011,2015,두정동,두정역이안더센트럴,1,25,84.966,2045,44133,9
21100,1996,2015,두정동,대우그린,1,25,84.95,525-1,44133,9
19000,2004,2015,두정동,경남아너스빌(대아아이투빌-1),1,26,59.5862,1080,44133,1
33500,2009,2015,두정동,두정역푸르지오,1,26,101.9071,2037,44133,12
21700,2003,2015,두정동,두정3푸르지오,1,26,73.005,1593,44133,14
21000,1996,2015,두정동,대우그린,1,26,69.966,525-1,44133,13
31600,2014,2015,두정동,두정역코아루스위트,1,26,99.8942,2056,44133,7
31064,2014,2015,두정동,두정역코아루스위트,1,26,110.908,2056,44133,20
31064,2014,2015,두정동,두정역코아루스위트,1,26,110.908,2056,44133,8
35087,2014,2015,두정동,두정역코아루스위트,1,26,127.1148,2056,44133,17
25750,2011,2015,두정동,두정역이안더센트럴,1,26,84.966,2045,44133,6
17300,1996,2015,두정동,극동늘푸른,1,27,59.91,526-1,44133,19
30000,2011,2015,두정동,두정역이안더센트럴,1,27,102.503,2045,44133,5
22400,2003,2015,두정동,우남1차,1,27,84.9154,1596,44133,12
17000,1996,2015,두정동,극동늘푸른,1,28,59.91,526-1,44133,5
17300,1996,2015,두정동,대우그린,1,29,59.946,525-1,44133,25
22300,2005,2015,두정동,대주파크빌(101동),1,29,84.5821,1896,44133,5
16500,1996,2015,두정동,극동늘푸른,1,29,59.91,526-1,44133,14
35087,2014,2015,두정동,두정역코아루스위트,1,29,127.1148,2056,44133,18
31800,2011,2015,두정동,두정역이안더센트럴,1,29,114.946,2045,44133,8
27700,2009,2015,두정동,두정역푸르지오,1,30,84.9826,2037,44133,11
18000,1996,2015,두정동,극동늘푸른,1,30,59.91,526-1,44133,9
9430,2013,2015,두정동,천안펜타폴리스2차,1,30,21.16,1293,44133,4
29500,2009,2015,두정동,두정역푸르지오,1,31,84.9872,2037,44133,7
24500,2011,2015,두정동,두정역이안더센트럴,1,31,84.975,2045,44133,6
27500,2009,2015,두정동,두정역푸르지오,1,31,84.9826,2037,44133,5
16200,1996,2015,두정동,극동늘푸른,1,31,59.91,526-1,44133,15
18000,1996,2015,두정동,극동늘푸른,1,31,59.91,526-1,44133,1
16800,1996,2015,두정동,극동늘푸른,1,31,59.91,526-1,44133,12
31064,2014,2015,두정동,두정역코아루스위트,1,31,110.908,2056,44133,15
16500,1996,2015,두정동,극동늘푸른,1,31,59.91,526-1,44133,8
16250,1996,2015,두정동,극동늘푸른,1,31,59.91,526-1,44133,10
17000,2014,2015,차암동,천안한화꿈에그린스마일시티,1,13,74.5602,448,44133,2
20150,2014,2015,차암동,천안한화꿈에그린스마일시티,1,13,84.9742,448,44133,18
18300,2014,2015,차암동,천안한화꿈에그린스마일시티,1,15,74.5602,448,44133,10
19700,2014,2015,차암동,천안한화꿈에그린스마일시티,1,16,84.9742,448,44133,1
17000,2014,2015,차암동,천안한화꿈에그린스마일시티,1,21,74.5602,448,44133,1
17350,1996,2015,쌍용동,계룡푸른마을,1,2,59.8,1361,44133,3
15750,1995,2015,쌍용동,주공7단지3차,1,2,59.85,1289,44133,12
15400,2000,2015,쌍용동,월봉청솔1단지,1,2,50.16,1367,44133,13
14000,1998,2015,쌍용동,주공9,1,3,49.77,1914,44133,15
19500,1994,2015,쌍용동,쌍용모란,1,3,96.87,653,44133,1
17000,1991,2015,쌍용동,현대1,1,3,84.945,389-3,44133,5
20500,1994,2015,쌍용동,라이프타운,1,5,95.96,1279,44133,6
13000,1994,2015,쌍용동,시영2차근로복지,1,5,49.67,567,44133,6
11800,1998,2015,쌍용동,주공9,1,5,39.69,1914,44133,14
13400,2000,2015,쌍용동,월봉청솔2차,1,5,48.45,1561,44133,15
16480,1995,2015,쌍용동,한라동백,1,6,59.76,565,44133,4
14500,2000,2015,쌍용동,월봉청솔2차,1,6,48.45,1561,44133,13
14000,2000,2015,쌍용동,월봉청솔2차,1,6,48.45,1561,44133,11
18300,1996,2015,쌍용동,일성다래,1,6,59.68,657,44133,9
19000,1994,2015,쌍용동,일성3차(능수),1,6,84.92,652,44133,15
21700,1994,2015,쌍용동,일성3차(능수),1,6,84.82,652,44133,17
22900,1998,2015,쌍용동,월봉벽산,1,6,75.96,1538,44133,7
15500,1998,2015,쌍용동,주공9,1,6,49.77,1914,44133,14
19200,1993,2015,쌍용동,광명,1,6,84.56,1233,44133,10
13000,2000,2015,쌍용동,월봉청솔2차,1,7,48.45,1561,44133,2
20000,1992,2015,쌍용동,일성,1,7,84.72,848,44133,10
14400,2000,2015,쌍용동,월봉청솔2차,1,7,48.45,1561,44133,4
25500,1994,2015,쌍용동,라이프타운,1,7,142.43,1279,44133,13
12800,1994,2015,쌍용동,시영2차근로복지,1,7,49.67,567,44133,12
13500,2000,2015,쌍용동,월봉청솔1단지,1,8,50.16,1367,44133,2
16000,1996,2015,쌍용동,해누리선경,1,8,59.796,1363-1,44133,1
13500,2000,2015,쌍용동,월봉청솔1단지,1,9,50.16,1367,44133,2
16400,1993,2015,쌍용동,광명,1,9,59.93,1233,44133,9
22400,1999,2015,쌍용동,월봉일성5,1,9,84.9,1547,44133,2
8250,1986,2015,쌍용동,경동,1,9,45.88,380-4,44133,4
24500,1999,2015,쌍용동,월봉일성5,1,10,84.9,1547,44133,8
18500,1999,2015,쌍용동,월봉일성5,1,10,59.99,1547,44133,15
12500,1994,2015,쌍용동,시영2차근로복지,1,10,49.67,567,44133,7
11400,1998,2015,쌍용동,주공9,1,10,39.69,1914,44133,12
28750,2004,2015,쌍용동,현대6차1단지,1,10,84.718,2045,44133,10
15050,2000,2015,쌍용동,월봉청솔1단지,1,11,50.16,1367,44133,11
14700,2000,2015,쌍용동,월봉청솔1단지,1,11,50.16,1367,44133,10
23000,1994,2015,쌍용동,대우타워,1,12,101.7,889,44133,13
15600,1999,2015,쌍용동,"쌍용마을뜨란채,주공아파트",1,12,59.95,1920,44133,1
14350,1995,2015,쌍용동,주공7단지3차,1,12,59.85,1289,44133,15
23000,1999,2015,쌍용동,"쌍용마을뜨란채,주공아파트",1,12,84.61,1920,44133,15
23000,2005,2015,쌍용동,범양마더빌,1,12,84.914,2040,44133,4
14000,2000,2015,쌍용동,월봉청솔1단지,1,12,50.16,1367,44133,10
24100,1994,2015,쌍용동,라이프타운,1,12,99.77,1279,44133,14
12400,1995,2015,쌍용동,주공7단지2차,1,12,49.77,1282,44133,8
24900,1999,2015,쌍용동,"쌍용마을뜨란채,주공아파트",1,13,84.57,1920,44133,11
21000,2004,2015,쌍용동,현대6차1단지,1,13,59.367,2045,44133,9
15300,1995,2015,쌍용동,주공7단지3차,1,13,59.85,1289,44133,6
18000,1996,2015,쌍용동,해누리선경,1,13,84.972,1363-1,44133,4
9000,1985,2015,쌍용동,이화,1,14,54.73,379-33,44133,5
14100,2000,2015,쌍용동,월봉청솔1단지,1,14,50.16,1367,44133,3
26600,2004,2015,쌍용동,현대6차1단지,1,14,84.718,2045,44133,13
18800,1994,2015,쌍용동,일성3차(능수),1,15,59.68,652,44133,12
15000,2000,2015,쌍용동,월봉청솔1단지,1,15,50.16,1367,44133,8
17300,1999,2015,쌍용동,"쌍용마을뜨란채,주공아파트",1,15,59.95,1920,44133,2
24200,2006,2015,쌍용동,쌍용역푸르지오,1,15,84.9744,2050,44133,5
20500,1996,2015,쌍용동,해누리선경,1,16,84.972,1363-1,44133,5
19000,1996,2015,쌍용동,해누리선경,1,16,84.972,1363-1,44133,17
16500,1995,2015,쌍용동,한라동백,1,16,59.76,565,44133,3
18800,1996,2015,쌍용동,계룡푸른마을,1,16,84.97,1361,44133,7
11650,1985,2015,쌍용동,이화,1,16,71.56,379-33,44133,4
27000,2004,2015,쌍용동,현대6차1단지,1,17,84.718,2045,44133,13
13300,2000,2015,쌍용동,월봉청솔2차,1,17,48.45,1561,44133,4
14500,2000,2015,쌍용동,월봉청솔2차,1,17,48.45,1561,44133,4
18900,1998,2015,쌍용동,월봉대우,1,17,59.884,1548,44133,2
14000,1995,2015,쌍용동,주공7단지3차,1,17,59.85,1289,44133,15
21000,1994,2015,쌍용동,일성3차(능수),1,17,84.82,652,44133,13
18400,1994,2015,쌍용동,일성3차(능수),1,17,84.82,652,44133,16
14450,2000,2015,쌍용동,월봉청솔2차,1,18,48.45,1561,44133,8
26300,2004,2015,쌍용동,현대6차1단지,1,18,84.718,2045,44133,13
17000,1996,2015,쌍용동,해누리선경,1,18,59.796,1363-1,44133,21
20100,1999,2015,쌍용동,월봉일성5,1,18,59.99,1547,44133,7
24200,2006,2015,쌍용동,범양마더빌2차,1,19,113.132,2047,44133,7
17000,1995,2015,쌍용동,상록수현대,1,19,59.445,1273,44133,10
32300,2004,2015,쌍용동,현대6차1단지,1,19,107.347,2045,44133,15
14400,2000,2015,쌍용동,월봉청솔1단지,1,20,50.16,1367,44133,8
14800,2000,2015,쌍용동,월봉청솔1단지,1,20,50.16,1367,44133,14
29500,2004,2015,쌍용동,현대6차1단지,1,20,107.347,2045,44133,13
56900,2011,2015,쌍용동,파크밸리동일하이빌,1,20,202.102,2100,44133,8
16300,1993,2015,쌍용동,광명,1,20,59.93,1233,44133,16
11500,1994,2015,쌍용동,세경개나리,1,21,52.59,566,44133,6
23800,1998,2015,쌍용동,월봉벽산,1,21,85,1538,44133,5
18000,1999,2015,쌍용동,"쌍용마을뜨란채,주공아파트",1,22,59.95,1920,44133,6
13800,2000,2015,쌍용동,월봉청솔2차,1,23,48.45,1561,44133,8
14100,2000,2015,쌍용동,월봉청솔1단지,1,23,50.16,1367,44133,13
36000,2007,2015,쌍용동,쌍용동일하이빌,1,23,163.986,2077,44133,5
29000,1999,2015,쌍용동,용암동아벽산,1,23,134.78,1923,44133,4
23500,1998,2015,쌍용동,월봉벽산,1,23,85,1538,44133,4
24500,1999,2015,쌍용동,월봉일성5,1,23,84.9,1547,44133,15
15000,1998,2015,쌍용동,주공9,1,23,49.77,1914,44133,9
24300,1999,2015,쌍용동,월봉일성5,1,24,84.9,1547,44133,9
22600,1998,2015,쌍용동,월봉태영,1,24,75.96,1538,44133,6
15000,1998,2015,쌍용동,주공9,1,24,49.77,1914,44133,5
14200,2000,2015,쌍용동,월봉청솔2차,1,25,48.45,1561,44133,6
14000,2000,2015,쌍용동,월봉청솔1단지,1,26,50.16,1367,44133,15
23100,2004,2015,쌍용동,현대6차1단지,1,26,84.718,2045,44133,1
13000,1994,2015,쌍용동,시영2차근로복지,1,26,49.67,567,44133,4
12700,1995,2015,쌍용동,주공7단지2차,1,26,49.77,1282,44133,6
9600,1985,2015,쌍용동,이화,1,27,54.73,379-33,44133,3
24400,1998,2015,쌍용동,월봉벽산,1,27,85,1538,44133,6
24500,1998,2015,쌍용동,월봉벽산,1,27,85,1538,44133,5
18000,1996,2015,쌍용동,해누리선경,1,28,59.796,1363-1,44133,13
21500,1998,2015,쌍용동,월봉벽산,1,28,85,1538,44133,2
21000,2006,2015,쌍용동,쌍용역푸르지오,1,28,84.9744,2050,44133,9
14000,2000,2015,쌍용동,월봉청솔2차,1,28,48.45,1561,44133,12
15300,1998,2015,쌍용동,주공9,1,29,49.77,1914,44133,7
13950,2000,2015,쌍용동,월봉청솔1단지,1,29,50.16,1367,44133,5
32400,2007,2015,쌍용동,쌍용동일하이빌,1,29,114.771,2077,44133,9
17100,1996,2015,쌍용동,계룡푸른마을,1,29,59.8,1361,44133,15
23800,1994,2015,쌍용동,쌍용모란,1,29,116.07,653,44133,3
16500,1994,2015,쌍용동,일성3차(능수),1,30,59.68,652,44133,1
14500,2000,2015,쌍용동,월봉청솔2차,1,30,48.45,1561,44133,4
14800,2000,2015,쌍용동,월봉청솔1단지,1,30,50.16,1367,44133,10
26400,2004,2015,쌍용동,현대6차2단지,1,30,84.718,2041,44133,8
22900,1999,2015,쌍용동,월봉일성5,1,30,84.9,1547,44133,4
7700,1986,2015,쌍용동,경동,1,30,45.88,380-4,44133,1
18900,1999,2015,쌍용동,"쌍용마을뜨란채,주공아파트",1,30,59.95,1920,44133,10
26600,2004,2015,쌍용동,현대6차1단지,1,31,84.718,2045,44133,6
14800,2000,2015,쌍용동,월봉청솔1단지,1,31,50.16,1367,44133,9
20200,1996,2015,쌍용동,해누리선경,1,31,84.972,1363-1,44133,20
23800,2006,2015,쌍용동,쌍용역푸르지오,1,31,84.746,2050,44133,5
25900,2010,2015,쌍용동,쌍용두산위브,1,31,84.96,1241,44133,13
37300,2009,2015,불당동,한화꿈에그린,1,4,97.1859,1270,44133,14
26800,2004,2015,불당동,동일하이빌,1,4,74.89,750,44133,2
30500,2004,2015,불당동,대원칸타빌,1,5,84.902,787,44133,12
27000,2004,2015,불당동,동일하이빌,1,7,74.89,750,44133,1
26500,2004,2015,불당동,대동다숲,1,7,84.8833,820,44133,15
107367,2011,2015,불당동,펜타포트(103동),1,8,217.166,1289,44133,56
30700,2004,2015,불당동,동일하이빌,1,8,84.99,750,44133,2
28500,2004,2015,불당동,대동다숲,1,10,84.7824,820,44133,7
44700,2004,2015,불당동,동일하이빌,1,12,139.85,750,44133,18
50427,2011,2015,불당동,펜타포트(103동),1,12,131.977,1289,44133,18
52105,2011,2015,불당동,펜타포트(101동102동),1,12,140.011,1292,44133,37
37000,2004,2015,불당동,호반리젠시빌스위트,1,15,117.5025,780,44133,4
54537,2011,2015,불당동,펜타포트(101동102동),1,15,146.307,1292,44133,27
23400,2004,2015,불당동,불당한성필하우스,1,15,59.9813,788,44133,11
51507,2011,2015,불당동,펜타포트(103동),1,16,131.977,1289,44133,30
26000,2004,2015,불당동,대동다숲,1,17,74.7797,820,44133,3
26500,2004,2015,불당동,대동다숲,1,17,84.9722,820,44133,2
35700,2004,2015,불당동,불당아이파크,1,18,101.65,757,44133,11
29300,2004,2015,불당동,불당아이파크,1,18,84.95,757,44133,4
32200,2004,2015,불당동,동일하이빌,1,18,84.99,750,44133,8
25000,2004,2015,불당동,동일하이빌,1,19,74.89,750,44133,11
54802,2011,2015,불당동,펜타포트(103동),1,21,144.445,1289,44133,13
27800,2004,2015,불당동,대원칸타빌,1,21,84.902,787,44133,2
27000,2004,2015,불당동,동일하이빌,1,22,74.89,750,44133,10
33500,2004,2015,불당동,대원칸타빌,1,22,133.852,787,44133,6
28900,2004,2015,불당동,대원칸타빌,1,22,84.902,787,44133,14
34000,2004,2015,불당동,호반리젠시빌스위트,1,22,117.5025,780,44133,1
24000,2004,2015,불당동,대원칸타빌,1,22,59.989,787,44133,13
48136,2011,2015,불당동,펜타포트(103동),1,23,131.977,1289,44133,9
33700,2004,2015,불당동,불당아이파크,1,23,101.65,757,44133,6
29500,2004,2015,불당동,불당아이파크,1,24,84.95,757,44133,7
27400,2004,2015,불당동,대원칸타빌,1,24,84.902,787,44133,2
