거래금액,건축년도,년,법정동,아파트,월,일,전용면적,지번,지역코드,층
25000,2009,2019,두정동,두정역푸르지오,11,23,84.9826,2037,44133,23
23800,2009,2019,두정동,두정역푸르지오,11,23,84.9826,2037,44133,18
15800,1996,2019,두정동,극동늘푸른,11,24,59.91,526-1,44133,19
18500,2003,2019,두정동,부경파크빌,11,24,84.9605,606,44133,6
17800,2004,2019,두정동,경남아너스빌(대아아이투빌-1),11,25,84.7733,1080,44133,14
21500,2004,2019,두정동,이편한세상,11,25,84.967,1221,44133,3
28500,2011,2019,두정동,두정역이안더센트럴,11,25,114.946,2045,44133,14
25000,2013,2019,두정동,이편한세상-천안두정2차,11,25,84.6564,2055,44133,6
27800,2017,2019,두정동,e편한세상두정3차,11,25,75.7971,2063,44133,17
23000,2011,2019,두정동,두정역이안더센트럴,11,25,84.975,2045,44133,15
18600,2004,2019,두정동,계룡리슈빌,11,25,84.8985,1078,44133,1
28100,2011,2019,두정동,두정역이안더센트럴,11,26,102.503,2045,44133,23
12500,1996,2019,두정동,우성,11,26,59.695,1864,44133,5
5012,2013,2019,두정동,첼시빌,11,26,19.52,1413,44133,2
5285,2013,2019,두정동,첼시빌,11,26,20.64,1413,44133,2
7683,2013,2019,두정동,첼시빌,11,26,30.22,1413,44133,2
5889,2013,2019,두정동,첼시빌,11,26,22.94,1413,44133,2
5889,2013,2019,두정동,첼시빌,11,26,22.94,1413,44133,2
5889,2013,2019,두정동,첼시빌,11,26,22.94,1413,44133,2
5070,2013,2019,두정동,첼시빌,11,26,19.52,1413,44133,3
5948,2013,2019,두정동,첼시빌,11,26,22.94,1413,44133,3
5948,2013,2019,두정동,첼시빌,11,26,22.94,1413,44133,3
5948,2013,2019,두정동,첼시빌,11,26,22.94,1413,44133,3
5343,2013,2019,두정동,첼시빌,11,26,20.64,1413,44133,3
7898,2013,2019,두정동,첼시빌,11,26,30.22,1413,44133,3
5070,2013,2019,두정동,첼시빌,11,26,19.52,1413,44133,4
7898,2013,2019,두정동,첼시빌,11,26,30.22,1413,44133,4
5948,2013,2019,두정동,첼시빌,11,26,22.94,1413,44133,4
5948,2013,2019,두정동,첼시빌,11,26,22.94,1413,44133,4
5948,2013,2019,두정동,첼시빌,11,26,22.94,1413,44133,4
5343,2013,2019,두정동,첼시빌,11,26,20.64,1413,44133,4
5070,2013,2019,두정동,첼시빌,11,26,19.52,1413,44133,5
5343,2013,2019,두정동,첼시빌,11,26,20.64,1413,44133,5
7898,2013,2019,두정동,첼시빌,11,26,30.22,1413,44133,5
5948,2013,2019,두정동,첼시빌,11,26,22.94,1413,44133,5
5948,2013,2019,두정동,첼시빌,11,26,22.94,1413,44133,5
5948,2013,2019,두정동,첼시빌,11,26,22.94,1413,44133,5
11583,2013,2019,두정동,첼시빌,11,26,44.29,1413,44133,6
5948,2013,2019,두정동,첼시빌,11,26,22.94,1413,44133,6
5948,2013,2019,두정동,첼시빌,11,26,22.94,1413,44133,6
7898,2013,2019,두정동,첼시빌,11,26,30.22,1413,44133,6
5948,2013,2019,두정동,첼시빌,11,26,22.94,1413,44133,6
9800,1996,2019,두정동,대우그린,11,26,33.6,525-1,44133,16
28000,2011,2019,두정동,두정역이안더센트럴,11,26,114.946,2045,44133,19
19000,2004,2019,두정동,두정5차푸르지오,11,27,84.742,2010,44133,2
17800,2003,2019,두정동,우남2차,11,27,84.9154,1607,44133,12
24000,2009,2019,두정동,두정역푸르지오,11,27,84.9403,2037,44133,25
16500,2002,2019,두정동,한성필하우스1차,11,27,71.0431,1000,44133,14
20500,2004,2019,두정동,이편한세상,11,28,84.967,1221,44133,10
14900,1996,2019,두정동,대우그린,11,28,59.946,525-1,44133,18
27500,2017,2019,두정동,e편한세상두정3차,11,28,84.9959,2063,44133,1
15500,1998,2019,두정동,대우2차,11,28,84.48,530,44133,15
27500,2013,2019,두정동,이편한세상-천안두정2차,11,28,84.7664,2055,44133,3
26800,2013,2019,두정동,이편한세상-천안두정2차,11,28,72.6915,2055,44133,14
7600,2013,2019,두정동,두정역펜타폴리스,11,28,27.285,1466,44133,12
21400,2004,2019,두정동,두정5차푸르지오,11,29,84.742,2010,44133,12
21800,2004,2019,두정동,한성필하우스3차,11,29,84.9165,2035,44133,9
29800,2011,2019,두정동,두정역이안더센트럴,11,29,114.946,2045,44133,20
12000,1996,2019,두정동,우성,11,29,59.695,1864,44133,9
27000,2013,2019,두정동,이편한세상-천안두정2차,11,29,84.6564,2055,44133,4
27000,2011,2019,두정동,두정역이안더센트럴,11,29,84.975,2045,44133,23
28000,2014,2019,두정동,두정역코아루스위트,11,29,99.8912,2056,44133,6
18200,2004,2019,두정동,계룡리슈빌,11,29,84.8985,1078,44133,3
15500,1996,2019,두정동,우성,11,30,84.855,1864,44133,13
10500,1996,2019,두정동,주공그린(8단지),11,30,49.96,527,44133,19
28000,2014,2019,두정동,두정역코아루스위트,11,30,99.8912,2056,44133,13
19900,2004,2019,두정동,이편한세상,11,30,84.967,1221,44133,6
41500,2017,2019,성성동,천안레이크타운푸르지오,11,1,84.91,696,44133,2
34500,2018,2019,성성동,천안시티자이,11,2,74.5302,827,44133,26
43200,2017,2019,성성동,천안레이크타운푸르지오,11,5,84.91,696,44133,10
32800,2017,2019,성성동,천안레이크타운푸르지오,11,6,62.4755,696,44133,17
45900,2018,2019,성성동,천안레이크타운2차푸르지오,11,8,84.91,697,44133,11
44500,2018,2019,성성동,천안레이크타운2차푸르지오,11,13,84.9076,697,44133,5
45000,2018,2019,성성동,천안레이크타운2차푸르지오,11,14,84.91,697,44133,6
38800,2018,2019,성성동,천안시티자이,11,14,84.8853,827,44133,17
45000,2017,2019,성성동,천안레이크타운푸르지오,11,16,84.9077,696,44133,24
46000,2018,2019,성성동,천안레이크타운2차푸르지오,11,16,84.9077,697,44133,19
43000,2018,2019,성성동,천안레이크타운2차푸르지오,11,18,84.9076,697,44133,4
49500,2018,2019,성성동,천안레이크타운2차푸르지오,11,18,84.91,697,44133,22
26500,2018,2019,성성동,천안레이크타운2차푸르지오,11,20,62.9457,697,44133,17
35000,2018,2019,성성동,천안시티자이,11,22,74.6803,827,44133,15
31000,2018,2019,성성동,천안레이크타운2차푸르지오,11,22,62.9457,697,44133,7
53000,2018,2019,성성동,천안레이크타운2차푸르지오,11,23,99.8471,697,44133,14
45000,2017,2019,성성동,천안레이크타운푸르지오,11,24,84.91,696,44133,31
45000,2018,2019,성성동,천안레이크타운2차푸르지오,11,24,84.91,697,44133,12
45000,2017,2019,성성동,천안레이크타운푸르지오,11,25,84.91,696,44133,28
46000,2017,2019,성성동,천안레이크타운푸르지오,11,27,84.91,696,44133,27
51000,2018,2019,성성동,천안레이크타운2차푸르지오,11,27,99.8471,697,44133,3
44000,2017,2019,성성동,천안레이크타운푸르지오,11,29,84.9077,696,44133,21
32500,2018,2019,성성동,천안시티자이,11,29,59.9934,827,44133,25
45000,2017,2019,성성동,천안레이크타운푸르지오,11,29,84.9077,696,44133,27
42500,2018,2019,성성동,천안레이크타운2차푸르지오,11,29,84.9077,697,44133,4
40700,2018,2019,성성동,천안레이크타운2차푸르지오,11,30,74.8041,697,44133,26
28500,2018,2019,성성동,천안레이크타운2차푸르지오,11,30,62.2914,697,44133,22
40000,2018,2019,성성동,천안레이크타운2차푸르지오,11,30,74.5657,697,44133,26
44000,2017,2019,성성동,천안레이크타운푸르지오,11,30,84.91,696,44133,9
48000,2018,2019,성성동,천안레이크타운2차푸르지오,11,30,84.91,697,44133,5
21400,2016,2019,차암동,e편한세상스마일시티2차,11,1,74.9402,543,44133,20
26200,2016,2019,차암동,천안스마일시티효성해링턴플레이스,11,1,84.9804,550,44133,18
24500,2015,2019,차암동,e편한세상스마일시티,11,2,84.91,442,44133,19
23000,2014,2019,차암동,천안한화꿈에그린스마일시티,11,2,84.9742,448,44133,15
22600,2016,2019,차암동,천안스마일시티효성해링턴플레이스,11,2,74.579,550,44133,22
24300,2016,2019,차암동,천안스마일시티효성해링턴플레이스,11,2,84.9804,550,44133,4
21900,2015,2019,차암동,e편한세상스마일시티,11,3,72.99,442,44133,4
22300,2014,2019,차암동,천안한화꿈에그린스마일시티,11,3,84.9742,448,44133,17
18600,2016,2019,차암동,e편한세상스마일시티2차,11,3,59.9819,543,44133,3
22450,2016,2019,차암동,e편한세상스마일시티2차,11,3,74.9402,543,44133,22
17200,2016,2019,차암동,e편한세상스마일시티2차,11,3,51.9946,543,44133,9
18700,2014,2019,차암동,천안한화꿈에그린스마일시티,11,4,74.5602,448,44133,4
22700,2014,2019,차암동,천안한화꿈에그린스마일시티,11,4,84.9742,448,44133,17
21800,2015,2019,차암동,e편한세상스마일시티,11,4,72.99,442,44133,16
23000,2014,2019,차암동,천안한화꿈에그린스마일시티,11,4,84.9742,448,44133,1
24500,2016,2019,차암동,천안스마일시티효성해링턴플레이스,11,4,84.9804,550,44133,7
22500,2014,2019,차암동,천안한화꿈에그린스마일시티,11,5,84.9742,448,44133,14
22900,2014,2019,차암동,천안한화꿈에그린스마일시티,11,5,84.9742,448,44133,10
19900,2016,2019,차암동,천안스마일시티효성해링턴플레이스,11,6,59.9476,550,44133,7
20500,2016,2019,차암동,천안스마일시티효성해링턴플레이스,11,8,59.9476,550,44133,23
21000,2014,2019,차암동,천안한화꿈에그린스마일시티,11,9,74.5602,448,44133,18
22500,2014,2019,차암동,천안한화꿈에그린스마일시티,11,9,84.9742,448,44133,12
23950,2016,2019,차암동,천안스마일시티효성해링턴플레이스,11,9,74.579,550,44133,9
17900,2016,2019,차암동,e편한세상스마일시티2차,11,9,51.9946,543,44133,16
24000,2016,2019,차암동,천안스마일시티효성해링턴플레이스,11,9,84.9804,550,44133,2
19500,2014,2019,차암동,천안한화꿈에그린스마일시티,11,9,74.5602,448,44133,5
20600,2016,2019,차암동,e편한세상스마일시티2차,11,10,74.9402,543,44133,1
23500,2016,2019,차암동,천안스마일시티효성해링턴플레이스,11,10,74.579,550,44133,8
25500,2016,2019,차암동,e편한세상스마일시티2차,11,11,84.8735,543,44133,15
19900,2016,2019,차암동,e편한세상스마일시티2차,11,12,59.9819,543,44133,13
21400,2014,2019,차암동,천안한화꿈에그린스마일시티,11,12,84.9742,448,44133,5
23500,2014,2019,차암동,천안한화꿈에그린스마일시티,11,12,84.9742,448,44133,20
25400,2016,2019,차암동,천안스마일시티효성해링턴플레이스,11,14,84.9804,550,44133,19
21700,2015,2019,차암동,e편한세상스마일시티,11,14,72.99,442,44133,10
23300,2015,2019,차암동,e편한세상스마일시티,11,14,84.96,442,44133,6
16000,2015,2019,차암동,e편한세상스마일시티,11,14,51.99,442,44133,1
19300,2014,2019,차암동,천안한화꿈에그린스마일시티,11,15,74.5602,448,44133,4
16500,2016,2019,차암동,천안스마일시티효성해링턴플레이스,11,16,51.9931,550,44133,7
22000,2016,2019,차암동,e편한세상스마일시티2차,11,16,74.9402,543,44133,7
20400,2016,2019,차암동,천안스마일시티효성해링턴플레이스,11,16,59.9476,550,44133,8
19800,2015,2019,차암동,e편한세상스마일시티,11,16,59.92,442,44133,24
17050,2016,2019,차암동,천안스마일시티효성해링턴플레이스,11,17,51.9931,550,44133,6
20900,2014,2019,차암동,천안한화꿈에그린스마일시티,11,17,74.5602,448,44133,10
23900,2016,2019,차암동,천안스마일시티효성해링턴플레이스,11,17,74.579,550,44133,3
25000,2016,2019,차암동,천안스마일시티효성해링턴플레이스,11,17,84.9804,550,44133,5
22300,2014,2019,차암동,천안한화꿈에그린스마일시티,11,17,84.9742,448,44133,12
17650,2016,2019,차암동,천안스마일시티효성해링턴플레이스,11,20,51.9931,550,44133,16
20000,2016,2019,차암동,천안스마일시티효성해링턴플레이스,11,20,59.9476,550,44133,9
25100,2016,2019,차암동,e편한세상스마일시티2차,11,20,84.8735,543,44133,16
23800,2016,2019,차암동,e편한세상스마일시티2차,11,20,74.9402,543,44133,16
21800,2016,2019,차암동,e편한세상스마일시티2차,11,21,74.9402,543,44133,6
19500,2016,2019,차암동,천안스마일시티효성해링턴플레이스,11,22,59.9476,550,44133,24
22300,2014,2019,차암동,천안한화꿈에그린스마일시티,11,22,84.9742,448,44133,6
19500,2015,2019,차암동,e편한세상스마일시티,11,22,59.92,442,44133,24
22000,2015,2019,차암동,e편한세상스마일시티,11,23,72.96,442,44133,19
19500,2016,2019,차암동,e편한세상스마일시티2차,11,23,59.9819,543,44133,18
17000,2015,2019,차암동,e편한세상스마일시티,11,23,51.99,442,44133,13
17700,2015,2019,차암동,e편한세상스마일시티,11,23,51.99,442,44133,11
22900,2014,2019,차암동,천안한화꿈에그린스마일시티,11,23,84.9742,448,44133,21
17700,2016,2019,차암동,천안스마일시티효성해링턴플레이스,11,23,51.9931,550,44133,18
24000,2016,2019,차암동,천안스마일시티효성해링턴플레이스,11,23,74.579,550,44133,16
17700,2015,2019,차암동,e편한세상스마일시티,11,24,51.99,442,44133,9
26600,2016,2019,차암동,천안스마일시티효성해링턴플레이스,11,24,84.9804,550,44133,8
25800,2016,2019,차암동,천안스마일시티효성해링턴플레이스,11,24,84.9804,550,44133,11
23500,2016,2019,차암동,천안스마일시티효성해링턴플레이스,11,24,74.579,550,44133,12
19600,2016,2019,차암동,e편한세상스마일시티2차,11,25,59.9819,543,44133,18
26000,2016,2019,차암동,천안스마일시티효성해링턴플레이스,11,25,84.9804,550,44133,16
19000,2016,2019,차암동,e편한세상스마일시티2차,11,25,59.9819,543,44133,23
24000,2016,2019,차암동,e편한세상스마일시티2차,11,25,74.9402,543,44133,20
21000,2014,2019,차암동,천안한화꿈에그린스마일시티,11,25,74.5602,448,44133,16
20100,2016,2019,차암동,e편한세상스마일시티2차,11,25,59.9819,543,44133,19
17800,2016,2019,차암동,천안스마일시티효성해링턴플레이스,11,26,59.9476,550,44133,23
22400,2014,2019,차암동,천안한화꿈에그린스마일시티,11,26,84.9742,448,44133,23
21350,2015,2019,차암동,e편한세상스마일시티,11,26,72.99,442,44133,6
26000,2016,2019,차암동,천안스마일시티효성해링턴플레이스,11,27,84.9804,550,44133,19
21000,2014,2019,차암동,천안한화꿈에그린스마일시티,11,27,84.9742,448,44133,2
19600,2016,2019,차암동,e편한세상스마일시티2차,11,28,59.9819,543,44133,25
21900,2015,2019,차암동,e편한세상스마일시티,11,28,84.91,442,44133,3
20200,2016,2019,차암동,e편한세상스마일시티2차,11,30,59.9819,543,44133,18
20700,2016,2019,차암동,천안스마일시티효성해링턴플레이스,11,30,59.9476,550,44133,12
21700,2015,2019,차암동,e편한세상스마일시티,11,30,72.99,442,44133,10
17200,2015,2019,차암동,e편한세상스마일시티,11,30,51.99,442,44133,5
19800,2015,2019,차암동,e편한세상스마일시티,11,30,59.92,442,44133,11
26950,2016,2019,차암동,천안스마일시티효성해링턴플레이스,11,30,84.9804,550,44133,8
23000,2014,2019,차암동,천안한화꿈에그린스마일시티,11,30,84.9742,448,44133,8
24000,2015,2019,차암동,e편한세상스마일시티,11,30,84.91,442,44133,5
19500,1994,2019,쌍용동,쌍용모란,11,1,116.07,653,44133,5
24200,2004,2019,쌍용동,현대6차1단지,11,1,84.718,2045,44133,7
9450,2000,2019,쌍용동,월봉청솔2차,11,1,48.45,1561,44133,8
8900,1998,2019,쌍용동,주공9,11,1,49.77,1914,44133,15
7100,1994,2019,쌍용동,시영2차근로복지,11,1,49.67,567,44133,1
9500,1998,2019,쌍용동,주공9,11,1,49.77,1914,44133,11
11400,2000,2019,쌍용동,월봉청솔1단지,11,1,50.16,1367,44133,14
14000,1999,2019,쌍용동,"쌍용마을뜨란채,주공아파트",11,1,59.95,1920,44133,4
25400,2004,2019,쌍용동,현대6차1단지,11,2,84.718,2045,44133,10
22800,1999,2019,쌍용동,용암동아벽산,11,2,99.91,1923,44133,6
29700,1999,2019,쌍용동,용암동아벽산,11,2,134.78,1923,44133,10
9500,1995,2019,쌍용동,주공7단지3차,11,2,59.85,1289,44133,7
15000,1994,2019,쌍용동,대우타워,11,2,84.9225,889,44133,13
10000,2000,2019,쌍용동,월봉청솔1단지,11,2,50.16,1367,44133,15
18000,1999,2019,쌍용동,"쌍용마을뜨란채,주공아파트",11,2,84.57,1920,44133,8
27900,2007,2019,쌍용동,쌍용동일하이빌,11,2,114.771,2077,44133,4
10900,2000,2019,쌍용동,월봉청솔2차,11,3,48.45,1561,44133,14
10800,2000,2019,쌍용동,월봉청솔2차,11,3,48.45,1561,44133,11
42000,2011,2019,쌍용동,파크밸리동일하이빌,11,3,106.852,2100,44133,12
15200,1992,2019,쌍용동,일성,11,4,84.72,848,44133,9
50700,2011,2019,쌍용동,파크밸리동일하이빌,11,4,137.863,2100,44133,8
26000,2004,2019,쌍용동,현대6차1단지,11,4,107.347,2045,44133,7
14400,1996,2019,쌍용동,해누리선경,11,4,84.972,1363-1,44133,5
18500,1998,2019,쌍용동,월봉태영,11,4,85,1538,44133,1
12550,1996,2019,쌍용동,해누리선경,11,4,59.796,1363-1,44133,20
16100,1995,2019,쌍용동,상록수현대,11,4,84.41,1273,44133,11
11500,2000,2019,쌍용동,월봉청솔1단지,11,5,50.16,1367,44133,14
11500,2000,2019,쌍용동,월봉청솔1단지,11,5,50.16,1367,44133,6
18500,1998,2019,쌍용동,월봉벽산,11,5,85,1538,44133,15
10300,2000,2019,쌍용동,월봉청솔2차,11,5,48.45,1561,44133,13
8000,1994,2019,쌍용동,시영2차근로복지,11,5,49.67,567,44133,9
8000,1994,2019,쌍용동,시영2차근로복지,11,5,49.67,567,44133,9
11200,1994,2019,쌍용동,대우타워,11,5,59.76,889,44133,17
9000,2000,2019,쌍용동,월봉청솔2차,11,6,48.45,1561,44133,3
21000,1999,2019,쌍용동,"쌍용마을뜨란채,주공아파트",11,6,84.57,1920,44133,6
15000,1999,2019,쌍용동,"쌍용마을뜨란채,주공아파트",11,6,59.95,1920,44133,13
6700,1995,2019,쌍용동,주공7단지3차,11,6,39.9,1289,44133,10
59000,2011,2019,쌍용동,파크밸리동일하이빌,11,6,236.311,2100,44133,17
15900,1994,2019,쌍용동,일성3차(능수),11,6,84.92,652,44133,6
13800,1992,2019,쌍용동,일성,11,6,84.72,848,44133,7
32700,2011,2019,쌍용동,파크밸리동일하이빌,11,6,84.971,2100,44133,2
17800,1994,2019,쌍용동,라이프타운,11,7,95.96,1279,44133,13
12900,1993,2019,쌍용동,광명,11,7,59.93,1233,44133,10
10300,2000,2019,쌍용동,월봉청솔1단지,11,7,50.16,1367,44133,5
6900,1998,2019,쌍용동,주공9,11,7,39.69,1914,44133,13
15300,1994,2019,쌍용동,일성3차(능수),11,7,84.92,652,44133,15
9500,1994,2019,쌍용동,현대3,11,8,59.4,388-2,44133,19
12400,1999,2019,쌍용동,"쌍용마을뜨란채,주공아파트",11,8,59.95,1920,44133,15
9300,1995,2019,쌍용동,주공7단지3차,11,8,59.85,1289,44133,11
18100,2004,2019,쌍용동,현대6차1단지,11,9,59.367,2045,44133,6
21500,1999,2019,쌍용동,월봉일성5,11,9,84.9,1547,44133,12
25000,2004,2019,쌍용동,현대6차1단지,11,9,84.718,2045,44133,15
6900,1995,2019,쌍용동,주공7단지2차,11,9,41.85,1282,44133,6
33000,2011,2019,쌍용동,파크밸리동일하이빌,11,9,84.971,2100,44133,2
13200,1998,2019,쌍용동,월봉대우,11,9,59.884,1548,44133,2
13000,1994,2019,쌍용동,일성3차(능수),11,9,59.68,652,44133,5
18000,2006,2019,쌍용동,쌍용역푸르지오,11,9,84.746,2050,44133,3
12800,1995,2019,쌍용동,한라동백,11,9,59.76,565,44133,6
9600,1998,2019,쌍용동,주공9,11,10,49.77,1914,44133,7
22700,2018,2019,쌍용동,천안쌍용역코오롱하늘채,11,11,59.93,2134,44133,16
8900,1995,2019,쌍용동,주공7단지3차,11,11,59.85,1289,44133,2
8000,1995,2019,쌍용동,주공7단지2차,11,11,49.77,1282,44133,9
6500,1995,2019,쌍용동,주공7단지2차,11,11,41.85,1282,44133,4
9600,1998,2019,쌍용동,주공9,11,11,49.77,1914,44133,11
16700,1998,2019,쌍용동,월봉대우,11,11,59.884,1548,44133,12
7800,1994,2019,쌍용동,세경개나리,11,11,52.59,566,44133,6
15000,1995,2019,쌍용동,상록수현대,11,11,84.41,1273,44133,7
24200,2004,2019,쌍용동,현대6차1단지,11,11,84.718,2045,44133,8
11900,2000,2019,쌍용동,월봉청솔1단지,11,11,50.16,1367,44133,7
46500,2011,2019,쌍용동,파크밸리동일하이빌,11,11,172.569,2100,44133,3
13200,1995,2019,쌍용동,상록수현대,11,11,59.445,1273,44133,11
15500,1995,2019,쌍용동,상록수현대,11,12,84.41,1273,44133,4
10900,2000,2019,쌍용동,월봉청솔1단지,11,12,50.16,1367,44133,7
49500,2011,2019,쌍용동,파크밸리동일하이빌,11,12,172.569,2100,44133,9
34200,2011,2019,쌍용동,파크밸리동일하이빌,11,12,84.994,2100,44133,2
23500,2007,2019,쌍용동,쌍용동일하이빌,11,12,84.993,2077,44133,7
25700,2004,2019,쌍용동,현대6차1단지,11,12,84.718,2045,44133,9
16500,1994,2019,쌍용동,일성3차(능수),11,13,84.95,652,44133,17
51500,2011,2019,쌍용동,파크밸리동일하이빌,11,13,172.569,2100,44133,7
21500,1998,2019,쌍용동,월봉벽산,11,13,85,1538,44133,10
14400,1994,2019,쌍용동,일성3차(능수),11,14,84.92,652,44133,8
24050,2018,2019,쌍용동,천안쌍용역코오롱하늘채,11,14,59.93,2134,44133,10
9200,1991,2019,쌍용동,극동,11,14,59.88,380-3,44133,4
11400,2000,2019,쌍용동,월봉청솔1단지,11,14,50.16,1367,44133,14
16000,1998,2019,쌍용동,월봉대우,11,14,59.884,1548,44133,6
11500,2000,2019,쌍용동,월봉청솔1단지,11,14,50.16,1367,44133,11
13000,1993,2019,쌍용동,광명,11,14,59.93,1233,44133,5
9500,1998,2019,쌍용동,주공9,11,14,49.77,1914,44133,5
23800,2004,2019,쌍용동,현대6차1단지,11,14,84.718,2045,44133,7
20450,1999,2019,쌍용동,월봉일성5,11,14,84.9,1547,44133,7
25700,2004,2019,쌍용동,현대6차1단지,11,15,84.718,2045,44133,13
10600,1994,2019,쌍용동,현대3,11,15,59.4,388-2,44133,13
23700,2004,2019,쌍용동,현대6차1단지,11,15,84.718,2045,44133,4
23000,2018,2019,쌍용동,천안쌍용역코오롱하늘채,11,16,59.93,2134,44133,19
24000,2018,2019,쌍용동,천안쌍용역코오롱하늘채,11,16,59.93,2134,44133,4
11950,2000,2019,쌍용동,월봉청솔1단지,11,16,50.16,1367,44133,14
12000,1996,2019,쌍용동,계룡푸른마을,11,16,59.8,1361,44133,5
15300,1998,2019,쌍용동,월봉대우,11,17,59.884,1548,44133,10
10900,2000,2019,쌍용동,월봉청솔2차,11,18,48.45,1561,44133,14
9400,1995,2019,쌍용동,주공7단지2차,11,18,59.97,1282,44133,4
17500,1992,2019,쌍용동,일성,11,18,127.44,848,44133,9
32500,2018,2019,쌍용동,천안쌍용역코오롱하늘채,11,18,84.97,2134,44133,4
17000,1994,2019,쌍용동,라이프타운,11,18,95.96,1279,44133,15
23450,2018,2019,쌍용동,천안쌍용역코오롱하늘채,11,18,59.93,2134,44133,12
9800,1998,2019,쌍용동,주공9,11,18,49.77,1914,44133,5
11400,2000,2019,쌍용동,월봉청솔1단지,11,18,50.16,1367,44133,10
9600,2000,2019,쌍용동,월봉청솔2차,11,18,48.45,1561,44133,10
9800,2000,2019,쌍용동,월봉청솔2차,11,18,48.45,1561,44133,4
8000,1995,2019,쌍용동,주공7단지2차,11,19,49.77,1282,44133,9
9800,1998,2019,쌍용동,주공9,11,19,49.77,1914,44133,9
12800,1995,2019,쌍용동,한라동백,11,20,59.76,565,44133,9
18800,1998,2019,쌍용동,월봉벽산,11,20,85,1538,44133,2
19900,1994,2019,쌍용동,라이프타운,11,20,95.96,1279,44133,9
24000,2004,2019,쌍용동,현대6차1단지,11,21,84.718,2045,44133,15
17000,1992,2019,쌍용동,일성,11,21,127.44,848,44133,4
9660,1994,2019,쌍용동,시영2차근로복지,11,21,49.67,567,44133,10
8910,1994,2019,쌍용동,시영2차근로복지,11,21,49.67,567,44133,14
26500,1999,2019,쌍용동,용암동아벽산,11,21,134.78,1923,44133,8
25900,1999,2019,쌍용동,월봉일성5,11,21,134.58,1547,44133,14
12300,1995,2019,쌍용동,한라동백,11,21,59.76,565,44133,5
38500,2011,2019,쌍용동,파크밸리동일하이빌,11,21,84.971,2100,44133,13
9700,2000,2019,쌍용동,월봉청솔2차,11,21,48.45,1561,44133,10
13700,1995,2019,쌍용동,상록수현대,11,21,84.41,1273,44133,2
13000,1996,2019,쌍용동,해누리선경,11,22,59.796,1363-1,44133,17
12800,1996,2019,쌍용동,해누리선경,11,22,59.796,1363-1,44133,12
8600,2000,2019,쌍용동,월봉청솔2차,11,22,48.45,1561,44133,2
22000,2004,2019,쌍용동,현대6차1단지,11,22,84.718,2045,44133,3
20500,2006,2019,쌍용동,쌍용역푸르지오,11,22,84.7279,2050,44133,12
15800,1999,2019,쌍용동,월봉일성5,11,22,59.99,1547,44133,5
16450,1999,2019,쌍용동,월봉일성5,11,22,59.99,1547,44133,10
25850,2004,2019,쌍용동,현대6차1단지,11,23,84.718,2045,44133,9
14000,1999,2019,쌍용동,"쌍용마을뜨란채,주공아파트",11,23,59.95,1920,44133,8
9800,1998,2019,쌍용동,주공9,11,23,49.77,1914,44133,6
10000,2000,2019,쌍용동,월봉청솔1단지,11,23,50.16,1367,44133,12
22700,2004,2019,쌍용동,현대6차1단지,11,23,84.718,2045,44133,2
19800,2006,2019,쌍용동,쌍용역푸르지오,11,23,84.746,2050,44133,7
14750,1999,2019,쌍용동,"쌍용마을뜨란채,주공아파트",11,23,59.95,1920,44133,13
9900,2000,2019,쌍용동,월봉청솔2차,11,24,48.45,1561,44133,9
16500,1998,2019,쌍용동,월봉현대,11,24,99.88,1552,44133,15
9300,1995,2019,쌍용동,주공7단지3차,11,25,59.85,1289,44133,13
23500,2004,2019,쌍용동,현대6차1단지,11,25,84.718,2045,44133,4
7500,1995,2019,쌍용동,주공7단지2차,11,25,49.77,1282,44133,12
14900,1994,2019,쌍용동,대우타워,11,25,84.9225,889,44133,4
16200,1994,2019,쌍용동,일성3차(능수),11,25,84.92,652,44133,11
20900,1999,2019,쌍용동,월봉일성5,11,25,84.9,1547,44133,11
18700,1999,2019,쌍용동,월봉일성5,11,25,84.9,1547,44133,2
55000,2011,2019,쌍용동,파크밸리동일하이빌,11,25,202.102,2100,44133,7
23450,2018,2019,쌍용동,천안쌍용역코오롱하늘채,11,26,59.93,2134,44133,11
27500,2007,2019,쌍용동,쌍용동일하이빌,11,26,114.771,2077,44133,1
9400,1995,2019,쌍용동,주공7단지3차,11,26,59.85,1289,44133,7
30000,1999,2019,쌍용동,용암동아벽산,11,26,134.78,1923,44133,8
13700,1994,2019,쌍용동,일성3차(능수),11,26,59.68,652,44133,12
11100,2000,2019,쌍용동,월봉청솔1단지,11,26,50.16,1367,44133,9
13000,1996,2019,쌍용동,해누리선경,11,26,59.796,1363-1,44133,8
12500,1993,2019,쌍용동,광명,11,27,59.93,1233,44133,10
22200,2006,2019,쌍용동,쌍용역푸르지오,11,27,84.746,2050,44133,5
10400,2000,2019,쌍용동,월봉청솔2차,11,27,48.45,1561,44133,10
28400,2018,2019,쌍용동,천안쌍용역코오롱하늘채,11,27,70.87,2134,44133,21
15000,1994,2019,쌍용동,대우타워,11,27,101.7,889,44133,3
19700,1999,2019,쌍용동,월봉일성5,11,27,84.9,1547,44133,4
7350,1998,2019,쌍용동,주공9,11,27,39.69,1914,44133,11
23000,2004,2019,쌍용동,현대6차1단지,11,27,84.718,2045,44133,4
14300,1996,2019,쌍용동,계룡푸른마을,11,27,84.97,1361,44133,6
21000,1998,2019,쌍용동,월봉태영,11,28,85,1538,44133,4
